rebalance_date,quarter_key,code,active_quarter_key,effective_data_flag,avg_traded_amount_lookback,market_cap,circulating_market_cap,avg_traded_volume_lookback,liquidity_top_80_flag,market_cap_top_80_flag,rebalance_stock_pool_flag
2025-04-30,2025q1,601528.XSHG,2021q4,1,101047118.422500,101.64,88.3419,21362309.700000,0,0,0
2025-04-30,2025q1,601577.XSHG,2021q2,1,244678670.937500,363.9506,363.8719,28316897.150000,1,1,1
2025-04-30,2025q1,601665.XSHG,2025q1,1,205120304.683000,295.9037,295.9037,35123426.300000,1,1,1
2025-04-30,2025q1,601818.XSHG,2021q2,1,619715278.066000,2233.4338,1754.1776,174171076.450000,1,1,1
2025-04-30,2025q1,601963.XSHG,2025q1,1,116163546.672000,371.7797,201.095,12165894.050000,0,1,0
2025-04-30,2025q1,601997.XSHG,2021q2,1,223975991.528000,210.9626,210.9626,42616710.150000,1,1,1
2025-10-31,2025q3,000001.XSHE,2025q3,1,1208702993.097500,2196.7499,2196.714,110063305.350000,1,1,1
2025-10-31,2025q3,002142.XSHE,2025q3,1,1026620311.447500,1871.4576,1870.4081,38308177.950000,1,1,1
2025-10-31,2025q3,600015.XSHG,2025q3,1,780376258.282000,1083.8066,1047.87,117419885.050000,1,1,1
2025-10-31,2025q3,600036.XSHG,2025q3,1,3636341731.590500,10312.3949,8435.1754,90671572.600000,1,1,1
2025-10-31,2025q3,600908.XSHG,2021q2,1,99351590.210500,133.2172,121.3583,16672090.100000,1,1,1
2025-10-31,2025q3,601077.XSHG,2021q2,1,529734307.469000,785.9044,611.6064,81542867.550000,1,1,1
2025-10-31,2025q3,601528.XSHG,2021q4,1,86896009.581000,107.5264,95.0482,16569138.150000,0,0,0
2025-10-31,2025q3,601963.XSHG,2025q3,1,216934563.270000,370.7383,200.5322,22094666.050000,1,1,1
2025-10-31,2025q3,601988.XSHG,2025q3,1,1740026314.581000,18076.1163,11823.9454,329084118.150000,1,1,1
2026-04-30,2026q1,002807.XSHE,2021q2,1,174099367.935000,112.7318,112.5532,42924422.900000,1,0,0
2026-04-30,2026q1,002839.XSHE,2021q2,1,115408726.286000,111.4621,111.3561,25990414.250000,0,0,0
2026-04-30,2026q1,002948.XSHE,2021q2,1,285017686.026500,353.8776,189.2401,52574682.800000,1,1,1
2026-04-30,2026q1,002966.XSHE,2021q2,1,228256390.779000,380.9004,374.495,26791507.550000,1,1,1
2026-04-30,2026q1,600000.XSHG,2025q4,1,557112317.385000,3087.4512,3087.4512,56904240.350000,1,1,1
2026-04-30,2026q1,600015.XSHG,2025q4,1,401700028.026500,1096.5386,1060.1797,55298260.600000,1,1,1
2026-04-30,2026q1,600016.XSHG,2025q4,1,617778824.598500,1619.9495,1312.0986,165510507.550000,1,1,1
2026-04-30,2026q1,600908.XSHG,2021q2,1,80972378.831500,125.7553,114.5606,14191186.750000,0,0,0
2026-04-30,2026q1,600919.XSHG,2021q2,1,781243656.518500,2073.6997,2073.6997,70943710.700000,1,1,1
2026-04-30,2026q1,601009.XSHG,2021q2,1,459420274.978000,1452.7192,1452.7192,41257480.650000,1,1,1
2026-04-30,2026q1,601128.XSHG,2021q2,1,271187193.283500,242.7694,242.7694,42000561.400000,1,1,1
2026-04-30,2026q1,601166.XSHG,2025q4,1,1384783825.068500,3794.5003,3794.5003,77103866.350000,1,1,1
2026-04-30,2026q1,601288.XSHG,2025q4,1,2232510455.058001,24218.8259,22091.6994,331039291.900000,1,1,1
2026-04-30,2026q1,601328.XSHG,2021q2,1,823509545.186500,6008.7373,1772.9259,118485370.400000,1,1,1
2026-04-30,2026q1,601398.XSHG,2025q4,1,1817337521.063500,26552.2662,20086.1098,248740288.900000,1,1,1
2026-04-30,2026q1,601528.XSHG,2021q4,1,82262027.150000,102.621,90.7121,16216434.400000,0,0,0
2026-04-30,2026q1,601658.XSHG,2025q4,1,676487596.118000,6088.8192,3677.1595,132277681.700000,1,1,1
2026-04-30,2026q1,601818.XSHG,2021q2,1,435101957.840000,1843.4692,1447.8926,136516577.200000,1,1,1
2026-04-30,2026q1,601825.XSHG,2021q4,1,175469719.465500,866.0711,841.8248,19275264.650000,1,1,1
2026-04-30,2026q1,601838.XSHG,2021q2,1,394043162.960500,811.6604,811.6604,22222689.350000,1,1,1
2026-04-30,2026q1,601916.XSHG,2021q2,1,248814495.190500,815.6997,639.8697,83482238.350000,1,1,1
2026-04-30,2026q1,601939.XSHG,2025q4,1,780596766.833500,26029.238,954.5689,81877145.700000,1,1,1
2026-04-30,2026q1,601988.XSHG,2025q4,1,1242387415.829500,18527.2137,12119.0171,214294777.800000,1,1,1
2026-04-30,2026q1,601998.XSHG,2021q2,1,340016200.494000,4679.7581,3428.1682,41891874.800000,1,1,1
2026-04-30,2026q1,000001.XSHE,2026q1,1,1015744437.345000,2229.74,2229.7035,93479754.600000,1,1,1
2026-04-30,2026q1,001227.XSHE,2026q1,1,100619736.400500,127.014,94.0503,44893982.350000,0,0,0
2026-04-30,2026q1,002142.XSHE,2026q1,1,738562126.547500,2192.3921,2191.0148,23233188.400000,1,1,1
2026-04-30,2026q1,002936.XSHE,2026q1,1,108206317.093500,166.3853,128.6361,59290675.000000,0,0,0
2026-04-30,2026q1,002958.XSHE,2026q1,1,154240778.649500,168.8909,165.3605,50938124.850000,0,1,0
2026-04-30,2026q1,600036.XSHG,2026q1,1,2839188404.054500,9651.6349,7894.697,72069033.100000,1,1,1
2026-04-30,2026q1,600926.XSHG,2017q4,1,450733704.607500,1261.3264,1261.3264,26760672.850000,1,1,1
2026-04-30,2026q1,600928.XSHG,2021q2,1,79832271.643500,164.0,163.2218,21665133.550000,0,0,0
2026-04-30,2026q1,601077.XSHG,2021q2,1,247848755.951000,826.7896,643.424,34847642.850000,1,1,1
2026-04-30,2026q1,601169.XSHG,2021q2,1,623223274.618500,1120.5782,1120.5782,115191527.200000,1,1,1
2026-04-30,2026q1,601229.XSHG,2021q2,1,422934342.053000,1332.8059,1332.8059,44398558.850000,1,1,1
2026-04-30,2026q1,601577.XSHG,2021q2,1,157577971.765500,400.9489,400.8622,16365933.100000,1,1,1
2026-04-30,2026q1,601665.XSHG,2026q1,1,349995362.806000,393.2305,393.2305,57406518.750000,1,1,1
2026-04-30,2026q1,601963.XSHG,2026q1,1,159317411.710500,380.7037,213.5731,15181321.100000,1,1,1
2026-04-30,2026q1,601997.XSHG,2021q2,1,267322096.121000,219.7375,219.7375,46825982.500000,1,1,1
