code,report_period_end,period_key,pub_date,balance__capital_reserve_fund,balance__cash_equivalents,balance__deferred_tax_assets,balance__equities_parent_company_owners,balance__lend_capital,balance__ordinary_risk_reserve_fund,balance__paidin_capital,balance__retained_profit,balance__salaries_payable,balance__surplus_reserve_fund,balance__taxs_payable,balance__total_assets,balance__total_liability,balance__total_owner_equities,bank_indicator__Nonperforming_loan_rate,bank_indicator__capital_adequacy_ratio,bank_indicator__core_level_capital_adequacy_ratio,bank_indicator__cost_to_income_ratio,bank_indicator__deposit_loan_ratio,bank_indicator__net_interest_margin,bank_indicator__non_interest_income_ratio,bank_indicator__non_performing_loan_provision_coverage,bank_indicator__total_deposit,bank_indicator__total_loan,bank_indicator__weighted_risky_asset,cash_flow__cash_and_equivalents_at_end,cash_flow__cash_equivalent_increase,cash_flow__cash_equivalents_at_beginning,cash_flow__exchange_rate_change_effect,cash_flow__fix_intan_other_asset_acqui_cash,cash_flow__interest_and_commission_cashin,cash_flow__invest_cash_paid,cash_flow__invest_proceeds,cash_flow__invest_withdrawal_cash,cash_flow__net_finance_cash_flow,cash_flow__net_invest_cash_flow,cash_flow__net_loan_and_advance_increase,cash_flow__net_operate_cash_flow,cash_flow__staff_behalf_paid,cash_flow__subtotal_finance_cash_outflow,cash_flow__subtotal_invest_cash_inflow,cash_flow__subtotal_invest_cash_outflow,cash_flow__subtotal_operate_cash_inflow,cash_flow__subtotal_operate_cash_outflow,cash_flow__tax_payments,income__commission_expense,income__commission_income,income__income_tax_expense,income__interest_expense,income__interest_income,income__investment_income,income__minority_profit,income__net_profit,income__np_parent_company_owners,income__operating_profit,income__operating_revenue,income__total_profit,indicator__adjusted_profit,indicator__eps,indicator__expense_to_total_revenue,indicator__inc_net_profit_annual,indicator__inc_net_profit_to_shareholders_annual,indicator__inc_operation_profit_annual,indicator__inc_return,indicator__inc_revenue_annual,indicator__inc_total_revenue_annual,indicator__net_profit_margin,indicator__net_profit_to_total_revenue,indicator__ocf_to_revenue,indicator__operating_profit,indicator__operation_profit_to_total_revenue,indicator__roa,indicator__roe,indicator__value_change_profit
002948.XSHE,2025-03-31,2025q1,2025-04-29,10687091000.0,52662410000.0,3975732000.0,44907429000.0,19110952000.0,8511286000.0,5820355000.0,7953237000.0,976374000.0,3106154000.0,689295000.0,713153153000.0,667234135000.0,45919018000.0,,,,,,,,,,,,32508400000.0,1402315000.0,31106085000.0,9134000.0,40087000.0,5260087000.0,33382061000.0,2503673000.0,29888750000.0,2896174000.0,-1027037000.0,18862951000.0,-475956000.0,719713000.0,21826379000.0,32395111000.0,33422148000.0,36374829000.0,36850785000.0,567663000.0,121168000.0,558492000.0,95157000.0,2960635000.0,5610920000.0,1028357000.0,44141000.0,1302199000.0,1258058000.0,1399311000.0,4046601000.0,1397356000.0,1235363000.0,0.2161,65.42,54.19,55.47,76.86,2.78,34.38,34.38,32.18,32.18,-11.76,1399311000.0,34.58,0.19,2.83,928360000.0
002948.XSHE,2025-06-30,2025q2,2025-08-29,10687091000.0,44028371000.0,3938925000.0,46078064000.0,20072012000.0,8511286000.0,5820355000.0,8828605000.0,864164000.0,3106154000.0,945383000.0,743027546000.0,695943615000.0,47083931000.0,,,,,,,,,,,,-10298801000.0,-10298801000.0,0.0,1149000.0,55919000.0,5385227000.0,31747024000.0,2536295000.0,17624398000.0,922552000.0,-11641842000.0,9783355000.0,419340000.0,465859000.0,28195213000.0,20161101000.0,31802943000.0,26868527000.0,26449187000.0,597703000.0,109551000.0,479691000.0,361099000.0,3027402000.0,5738884000.0,480973000.0,43278000.0,1849903000.0,1806625000.0,2204710000.0,3615813000.0,2211002000.0,1801671571.5,0.3104,39.03,42.06,43.6,57.56,3.96,-10.65,-10.65,51.16,51.16,11.6,2204710000.0,60.97,0.25,3.97,534108000.0
002948.XSHE,2025-09-30,2025q3,2025-10-29,10687091000.0,40373837000.0,4334214000.0,46103377000.0,21092383000.0,8511286000.0,5820355000.0,9522588000.0,1178471000.0,3106154000.0,914503000.0,765571459000.0,718416730000.0,47154729000.0,,,,,,,,,,,,65199000.0,65199000.0,0.0,-2847000.0,68185000.0,4878163000.0,24022509000.0,1660700000.0,6442431000.0,2941855000.0,-15985662000.0,7057002000.0,13111853000.0,494891000.0,28132349000.0,8105032000.0,24090694000.0,30823245000.0,17711392000.0,643942000.0,75157000.0,499426000.0,113194000.0,3089468000.0,5866561000.0,388517000.0,45485000.0,972668000.0,927183000.0,1084069000.0,3350751000.0,1085862000.0,925820428.5,0.1593,67.65,-47.42,-48.68,-50.83,2.01,-7.33,-7.33,29.03,29.03,391.31,1084069000.0,32.35,0.13,2.01,147996000.0
002948.XSHE,2025-12-31,2025q4,2026-03-27,10686506000.0,52933198000.0,4372950000.0,49167148000.0,18254853000.0,10256969000.0,5820355000.0,8475970000.0,1420882000.0,3603377000.0,1000240000.0,814960084000.0,764705628000.0,50254456000.0,,,,,,,,,,,,4636047000.0,4636047000.0,0.0,-11744000.0,213542000.0,4742640000.0,16368099000.0,1361562000.0,9339337000.0,14800348000.0,-5896946000.0,21206676000.0,-4255611000.0,601031000.0,22747620000.0,10703522000.0,16600468000.0,35939930000.0,40195541000.0,453340000.0,125074000.0,344866000.0,317784000.0,3044495000.0,5975627000.0,401422000.0,35956000.0,1231831000.0,1195875000.0,1540972000.0,3559613000.0,1549615000.0,1194592000.0,0.2055,56.71,26.64,28.98,42.15,2.51,6.23,6.23,34.61,34.61,-119.55,1540972000.0,43.29,0.16,2.51,413879000.0
002948.XSHE,2026-03-31,2026q1,2026-04-29,10686506000.0,42364791000.0,4419118000.0,50943751000.0,13071552000.0,10256969000.0,5820355000.0,10000180000.0,1311245000.0,3603377000.0,1122205000.0,834202547000.0,782124388000.0,52078159000.0,,,,,,,,,,,,16423489000.0,-10487356000.0,26910845000.0,-21090000.0,31527000.0,5772773000.0,39105555000.0,2155711000.0,18160595000.0,-4421825000.0,-18819815000.0,22845164000.0,12775374000.0,721145000.0,37731114000.0,20317267000.0,39137082000.0,60888958000.0,48113584000.0,700756000.0,99163000.0,751203000.0,362339000.0,3006088000.0,6027296000.0,448491000.0,47100000.0,1571310000.0,1524210000.0,1930581000.0,4341947000.0,1933649000.0,1512835000.0,0.2619,55.54,27.56,27.46,25.28,3.02,21.98,21.98,36.19,36.19,294.23,1930581000.0,44.46,0.19,3.05,658950000.0
002958.XSHE,2019-06-30,2019q2,2019-08-22,3817959000.0,32384173000.0,1338418000.0,22822257000.0,4996395000.0,4540818000.0,5555556000.0,6037012000.0,1348294000.0,2399638000.0,509501000.0,318693676000.0,295040437000.0,23653239000.0,,,,,,,,,,,,-2089892000.0,-2089895000.0,3000.0,15365000.0,71467000.0,2595021000.0,9172033000.0,1522939000.0,9016372000.0,706662000.0,1295521000.0,14625806000.0,-4107443000.0,388297000.0,26444371000.0,10539021000.0,9243500000.0,13303793000.0,17411236000.0,417508000.0,15986000.0,65789000.0,18360000.0,1547694000.0,3239194000.0,578794000.0,8294000.0,663853000.0,655559000.0,683148000.0,2170176000.0,682213000.0,649988000.0,0.118,68.52,-12.55,-13.79,-26.21,2.84,2.15,2.15,30.59,30.59,-189.27,256427000.0,31.48,0.21,2.86,415173000.0
002958.XSHE,2019-09-30,2019q3,2019-10-29,3817959000.0,30481653000.0,1525567000.0,23805949000.0,6037582000.0,4540818000.0,5555556000.0,6978539000.0,1364411000.0,2399638000.0,755983000.0,328615586000.0,303972382000.0,24643204000.0,,,,,,,,,,,,3562345000.0,3562345000.0,0.0,8458000.0,77631000.0,2866326000.0,43097392000.0,1345922000.0,41841572000.0,3634242000.0,33671000.0,5451911000.0,-114026000.0,305992000.0,22644995000.0,43208694000.0,43175023000.0,5998523000.0,6112549000.0,258004000.0,27199000.0,73883000.0,120337000.0,1643171000.0,3433803000.0,413598000.0,6273000.0,947799000.0,941526000.0,1071662000.0,2285203000.0,1068136000.0,927171000.0,0.1695,53.1,42.77,43.62,56.87,3.98,5.3,5.3,41.48,41.48,-4.99,631172000.0,46.9,0.29,4.04,415185000.0
002958.XSHE,2019-12-31,2019.0,2020-04-27,,,,,,,,,,,,,,,1.46,12.26,10.48,30.25,81.6748,2.61,18.7746,310.23,218805639000.0,178709006000.0,234559480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002958.XSHE,2019-12-31,2019q4,2020-04-27,3817959000.0,32611237000.0,1655694000.0,24415271000.0,6762843000.0,4545255000.0,5555556000.0,7160136000.0,1595160000.0,2680911000.0,812087000.0,341667384000.0,316405685000.0,25261699000.0,,,,,,,,,,,,3722417000.0,3722417000.0,0.0,-10765000.0,93925000.0,3165523000.0,22244978000.0,1339916000.0,18117947000.0,5700982000.0,-2878273000.0,6592702000.0,910473000.0,311551000.0,19600261000.0,19460630000.0,22338903000.0,8689845000.0,7779372000.0,313971000.0,33093000.0,56581000.0,-42769000.0,1588634000.0,3547856000.0,846142000.0,9173000.0,476481000.0,467308000.0,456490000.0,2149394000.0,433712000.0,476364000.0,0.0841,78.76,-49.73,-50.37,-57.4,1.98,-5.94,-5.94,22.17,22.17,42.36,295936000.0,21.24,0.14,1.94,137075000.0
002958.XSHE,2020-03-31,2020q1,2020-04-27,3817959000.0,28521299000.0,1779020000.0,25383738000.0,6705598000.0,4545255000.0,5555556000.0,8013685000.0,1373187000.0,2680911000.0,622511000.0,350256603000.0,324023665000.0,26232938000.0,,,,,,,,,,,,14180468000.0,-2973443000.0,17153911000.0,19690000.0,76692000.0,3425886000.0,3156542000.0,985249000.0,4479258000.0,960592000.0,2232716000.0,16185170000.0,-6186441000.0,563302000.0,19230000000.0,5465950000.0,3233234000.0,15745157000.0,21931598000.0,1028253000.0,13751000.0,120981000.0,115440000.0,1689619000.0,3557185000.0,392943000.0,2772000.0,856322000.0,853550000.0,975051000.0,2832387000.0,971762000.0,852887000.0,0.1536,65.57,79.72,82.65,113.6,3.43,31.78,31.78,30.23,30.23,-218.42,120813000.0,34.43,0.25,3.43,847976000.0
002958.XSHE,2020-06-30,2020q2,2020-08-25,3817959000.0,29616105000.0,2161295000.0,25036456000.0,6664593000.0,5022665000.0,5555556000.0,7052243000.0,1409646000.0,2962185000.0,556858000.0,375949917000.0,350060030000.0,25889887000.0,,,,,,,,,,,,3621488000.0,3621488000.0,0.0,-8306000.0,43122000.0,3225723000.0,30513124000.0,1152215000.0,23902474000.0,6049318000.0,-5501158000.0,7889616000.0,3081634000.0,300563000.0,19476962000.0,25055088000.0,30556246000.0,22763038000.0,19681404000.0,592995000.0,19281000.0,97628000.0,-57536000.0,1697627000.0,3688929000.0,355497000.0,7724000.0,638298000.0,630574000.0,579224000.0,2211803000.0,580762000.0,622882000.0,0.1135,73.81,-25.46,-26.12,-40.6,2.47,-21.91,-21.91,28.86,28.86,139.33,440353000.0,26.19,0.18,2.5,128681000.0
002958.XSHE,2020-09-30,2020q3,2020-10-27,3817959000.0,34451015000.0,2345292000.0,26265087000.0,7177041000.0,5022665000.0,5555556000.0,8041408000.0,1450876000.0,2962185000.0,739032000.0,392214282000.0,365095174000.0,27119108000.0,,,,,,,,,,,,468855000.0,468855000.0,0.0,-5450000.0,178491000.0,3305436000.0,18827870000.0,1296374000.0,13083259000.0,-4398486000.0,-4624044000.0,9940276000.0,9496835000.0,334829000.0,26251503000.0,14382317000.0,19006361000.0,19732233000.0,10235398000.0,245374000.0,22146000.0,99300000.0,164724000.0,1820109000.0,3828465000.0,299112000.0,-203000.0,988962000.0,989165000.0,1148523000.0,2021722000.0,1153686000.0,983574000.0,0.178,43.19,54.94,56.87,98.29,3.83,-8.59,-8.59,48.92,48.92,469.74,1232169000.0,56.81,0.26,3.86,-87152000.0
002958.XSHE,2020-12-31,2020.0,2021-04-27,,,,,,,,,,,,,,,1.44,12.32,9.73,28.79,87.061,2.52,15.526,278.73,250693543000.0,218256342000.0,277949525000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002958.XSHE,2020-12-31,2020q4,2021-04-27,3817959000.0,33184735000.0,2550604000.0,28841682000.0,7323505000.0,5026591000.0,5555556000.0,8228516000.0,1613586000.0,3257488000.0,784957000.0,406811073000.0,377108681000.0,29702392000.0,,,,,,,,,,,,-769380000.0,-769380000.0,0.0,-40367000.0,138227000.0,3669628000.0,23118136000.0,550693000.0,15204418000.0,6833608000.0,-7503441000.0,7861362000.0,-59180000.0,297116000.0,27189468000.0,15752922000.0,23256363000.0,11239094000.0,11298274000.0,34558000.0,69463000.0,109000000.0,-91449000.0,1905757000.0,4123987000.0,428006000.0,7448000.0,493785000.0,486337000.0,404864000.0,2505614000.0,402336000.0,437496000.0,0.0875,83.84,-50.07,-50.83,-64.75,1.59,23.93,23.93,19.71,19.71,-2.36,177310000.0,16.16,0.12,1.77,152536000.0
002958.XSHE,2021-03-31,2021q1,2021-04-27,3818044000.0,31160329000.0,2710577000.0,31790160000.0,7684371000.0,5026591000.0,5555573000.0,9141514000.0,1345130000.0,3257488000.0,572623000.0,423292259000.0,390634586000.0,32657673000.0,,,,,,,,,,,,14668262000.0,-2833169000.0,17501431000.0,3155000.0,63774000.0,3708603000.0,24691433000.0,938932000.0,23731777000.0,8741014000.0,-84067000.0,15416910000.0,-11493271000.0,628094000.0,17792885000.0,24671140000.0,24755207000.0,25004145000.0,36497416000.0,823320000.0,18432000.0,225018000.0,100758000.0,2027851000.0,4030534000.0,210039000.0,7539000.0,920537000.0,912998000.0,1020632000.0,2660227000.0,1021295000.0,906725000.0,0.1643,61.63,86.42,87.73,152.09,2.99,6.17,6.17,34.6,34.6,-432.04,580259000.0,38.37,0.22,3.01,430073000.0
002958.XSHE,2021-06-30,2021q2,2021-08-28,3818123000.0,31462596000.0,3057790000.0,32784301000.0,10388021000.0,5563137000.0,5555593000.0,8227689000.0,1391361000.0,3552792000.0,650383000.0,430787852000.0,397127711000.0,33660141000.0,,,,,,,,,,,,795646000.0,795646000.0,0.0,-14341000.0,10592000.0,3679761000.0,29276114000.0,1667456000.0,25810396000.0,-6305779000.0,-1797867000.0,1718369000.0,8913633000.0,348905000.0,30109221000.0,27488839000.0,29286706000.0,11109321000.0,2195688000.0,497478000.0,50327000.0,173489000.0,4601000.0,2125047000.0,4200784000.0,635528000.0,8684000.0,760048000.0,751364000.0,764877000.0,2843067000.0,764649000.0,740381000.0,0.1352,73.1,-17.43,-17.7,-25.06,2.29,6.87,6.87,26.73,26.73,313.52,124688000.0,26.9,0.18,2.33,620417000.0
002958.XSHE,2021-09-30,2021q3,2021-10-30,3818140000.0,29835225000.0,3250123000.0,33931544000.0,13702073000.0,5563139000.0,5555598000.0,9295830000.0,1450931000.0,3552791000.0,870327000.0,429143077000.0,394324943000.0,34818134000.0,,,,,,,,,,,,-2975652000.0,-2975652000.0,0.0,6623000.0,189155000.0,3884343000.0,36227371000.0,1539407000.0,27466680000.0,-869655000.0,-7409466000.0,-1379014000.0,5296846000.0,321273000.0,29950284000.0,29007060000.0,36416526000.0,8878213000.0,3581367000.0,557869000.0,28762000.0,134462000.0,91598000.0,2195780000.0,4293501000.0,520450000.0,10883000.0,1079025000.0,1068142000.0,1168355000.0,2928952000.0,1170623000.0,1006268000.0,0.1923,60.11,41.97,42.16,52.75,3.02,3.02,3.02,36.84,36.84,180.84,449904000.0,39.89,0.25,3.2,634931000.0
002958.XSHE,2021-12-31,2021.0,2022-04-29,,,,,,,,,,,,,,,1.74,13.07,9.62,29.22,86.5109,2.16,21.8371,231.77,268823042000.0,232561207000.0,304417603000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002958.XSHE,2021-12-31,2021q4,2022-04-29,3818151000.0,29124872000.0,3269950000.0,34164413000.0,13893386000.0,5564733000.0,5555601000.0,9226231000.0,1708719000.0,3857841000.0,822305000.0,430438090000.0,395388008000.0,35050082000.0,,,,,,,,,,,,1384701000.0,1384701000.0,0.0,-8526000.0,72954000.0,3050087000.0,16844987000.0,862188000.0,13732240000.0,5652753000.0,-2322601000.0,2509340000.0,-1936925000.0,434537000.0,20800485000.0,14595340000.0,16917941000.0,3359030000.0,5295955000.0,-171668000.0,58415000.0,114627000.0,24419000.0,2226415000.0,4098516000.0,425530000.0,-588000.0,332457000.0,333045000.0,410879000.0,1864512000.0,356876000.0,352438000.0,0.0599,77.96,-69.19,-68.82,-64.83,1.04,-36.34,-36.34,17.83,17.83,-103.88,410879000.0,22.04,0.08,0.98,-85367000.0
002958.XSHE,2022-03-31,2022q1,2022-04-29,3818162000.0,29895885000.0,3482805000.0,34963080000.0,12392441000.0,5564733000.0,5555604000.0,10071395000.0,1434615000.0,3857841000.0,623579000.0,442633894000.0,406792723000.0,35841171000.0,,,,,,,,,,,,14827631000.0,954674000.0,13872957000.0,-11586000.0,83261000.0,3596835000.0,13974362000.0,1068922000.0,17721353000.0,1451048000.0,4734061000.0,6517105000.0,-5218849000.0,621961000.0,21847112000.0,18791684000.0,14057623000.0,23720371000.0,28939220000.0,667928000.0,19538000.0,228952000.0,74976000.0,2222358000.0,4100448000.0,266268000.0,-6595000.0,934569000.0,941164000.0,1012004000.0,2491450000.0,1009545000.0,940114000.0,0.1694,59.38,181.11,182.59,146.3,2.72,33.62,33.62,37.51,37.51,-209.47,1012004000.0,40.62,0.21,2.72,394590000.0
002958.XSHE,2022-06-30,2022q2,2022-08-27,3818168000.0,30079811000.0,3748094000.0,35206680000.0,11804177000.0,6150263000.0,5555606000.0,9383919000.0,1484963000.0,4162891000.0,559066000.0,444211531000.0,408129666000.0,36081865000.0,,,,,,,,,,,,2606063000.0,2606063000.0,0.0,60355000.0,57199000.0,3748853000.0,19272076000.0,1557207000.0,21359263000.0,-16059203000.0,3587956000.0,6775384000.0,15016955000.0,383893000.0,18040839000.0,22917231000.0,19329275000.0,17631976000.0,2615021000.0,467654000.0,21592000.0,172879000.0,-41610000.0,2206903000.0,4193175000.0,410752000.0,1962000.0,809627000.0,807665000.0,769815000.0,2841932000.0,768017000.0,774318000.0,0.1454,72.91,-13.37,-14.18,-23.93,2.21,14.07,14.07,28.49,28.49,528.41,769815000.0,27.09,0.18,2.3,651152000.0
002958.XSHE,2022-09-30,2022q3,2022-10-29,3818173000.0,27473272000.0,3904225000.0,36249523000.0,11898014000.0,6150310000.0,5555608000.0,10433696000.0,1547765000.0,4162892000.0,731072000.0,436112214000.0,398978981000.0,37133233000.0,,,,,,,,,,,,-3516253000.0,-3516253000.0,0.0,13920000.0,39829000.0,3524793000.0,18218445000.0,1504738000.0,18218106000.0,5354593000.0,1463139000.0,-4334258000.0,-10347905000.0,377765000.0,20854101000.0,19721413000.0,18258274000.0,-12850802000.0,-2502897000.0,204069000.0,54291000.0,128134000.0,117116000.0,2180760000.0,4194197000.0,338553000.0,9096000.0,1058921000.0,1049825000.0,1204613000.0,2687736000.0,1176037000.0,1040216000.0,0.1889999999999999,55.18,30.79,29.98,56.48,2.91,-5.43,-5.43,39.4,39.4,-385.0,1204613000.0,44.82,0.24,2.94,542022000.0
002958.XSHE,2022-12-31,2022.0,2023-04-29,,,,,,,,,,,,,,,2.19,13.18,9.77,30.34,83.8858,2.0,21.1669,207.63,286320039000.0,240181796000.0,306061617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002958.XSHE,2022-12-31,2022q4,2023-04-29,3818183000.0,27935249000.0,4214858000.0,35574067000.0,11609087000.0,6158031000.0,5555610000.0,9618190000.0,1812833000.0,4393164000.0,478427000.0,434791316000.0,398308675000.0,36482641000.0,,,,,,,,,,,,-621027000.0,-621027000.0,0.0,-19628000.0,69872000.0,3318996000.0,4711691000.0,961947000.0,2464965000.0,-1796244000.0,-1329899000.0,2498177000.0,2524744000.0,285742000.0,27072745000.0,3451664000.0,4781563000.0,6552120000.0,4027376000.0,311352000.0,63867000.0,88148000.0,-427259000.0,2139457000.0,4100736000.0,522547000.0,24845000.0,-456668000.0,-481513000.0,-882156000.0,1922779000.0,-883927000.0,-509356000.0,-0.0867,145.88,-143.13,-145.87,-173.23,-1.42,-28.46,-28.46,-23.75,-23.75,131.31,-882156000.0,-45.88,-0.1,-1.34,-115699000.0
002958.XSHE,2023-03-31,2023q1,2023-04-29,3818189000.0,31395296000.0,4365147000.0,36465017000.0,13174857000.0,6158031000.0,5555612000.0,10515862000.0,1667293000.0,4393164000.0,444080000.0,463246165000.0,425873479000.0,37372686000.0,,,,,,,,,,,,17522557000.0,4226143000.0,13296414000.0,-4283000.0,43821000.0,3465573000.0,30215880000.0,1067907000.0,12650435000.0,8905088000.0,-16540685000.0,5385749000.0,11866023000.0,537643000.0,26291228000.0,13719016000.0,30259701000.0,27504718000.0,15638695000.0,423155000.0,35125000.0,283412000.0,67387000.0,2192723000.0,4074587000.0,365364000.0,-1710000.0,991962000.0,993672000.0,1059854000.0,2671626000.0,1059349000.0,970911000.0,0.1789,60.33,317.22,306.36,220.14,2.7,38.95,38.95,37.13,37.13,444.15,1059854000.0,39.67,0.22,2.76,503345000.0
002958.XSHE,2023-06-30,2023q2,2023-08-29,3818199000.0,29195521000.0,4644971000.0,37416431000.0,13565090000.0,6286333000.0,5555615000.0,11006383000.0,1556507000.0,4623436000.0,506670000.0,464989336000.0,426653667000.0,38335669000.0,,,,,,,,,,,,-1984950000.0,-1984950000.0,0.0,58176000.0,30968000.0,3538925000.0,61694000000.0,1632344000.0,61169889000.0,-8224838000.0,1080013000.0,8543221000.0,5101699000.0,511101000.0,25238444000.0,62804981000.0,61724968000.0,11953011000.0,6851312000.0,357620000.0,34525000.0,157216000.0,-60747000.0,2285098000.0,4203706000.0,488709000.0,16185000.0,914280000.0,898095000.0,856833000.0,2921535000.0,853533000.0,781929000.0,0.1617,70.67,-7.83,-9.62,-19.16,2.12,9.35,9.35,31.29,31.29,174.62,856833000.0,29.33,0.2,2.43,619042000.0
002958.XSHE,2023-09-30,2023q3,2023-10-28,3818201000.0,28097219000.0,4820827000.0,38498676000.0,11411248000.0,6286333000.0,5555616000.0,12160667000.0,1623636000.0,4623436000.0,640584000.0,467644775000.0,428214786000.0,39429989000.0,,,,,,,,,,,,-2010851000.0,-2010851000.0,0.0,-36834000.0,20603000.0,3678691000.0,43286814000.0,1605709000.0,35883587000.0,158716000.0,-5807257000.0,2756351000.0,3674524000.0,325666000.0,24850940000.0,37500160000.0,43307417000.0,8126773000.0,4452249000.0,261491000.0,27956000.0,174678000.0,80129000.0,2317276000.0,4244387000.0,445178000.0,11989000.0,1166273000.0,1154284000.0,1247101000.0,2637112000.0,1246402000.0,1118598000.0,0.2078,52.71,27.56,28.53,45.55,2.95,-9.74,-9.74,44.23,44.23,139.34,1247101000.0,47.29,0.25,3.04,506649000.0
002958.XSHE,2023-12-31,2023.0,2024-04-27,,,,,,,,,,,,,,,1.81,13.21,9.91,31.7,85.7499,1.76,28.7625,237.96,298361728000.0,255844853000.0,322506380000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002958.XSHE,2023-12-31,2023q4,2024-04-27,3818201000.0,28301126000.0,4968708000.0,38110214000.0,10627219000.0,6298121000.0,5555616000.0,11319623000.0,1994126000.0,4878480000.0,291067000.0,467936769000.0,428887839000.0,39048930000.0,,,,,,,,,,,,637674000.0,637674000.0,0.0,-12175000.0,26503000.0,3535374000.0,45631743000.0,781690000.0,50195927000.0,-98136000.0,5342203000.0,4541366000.0,-4594218000.0,385433000.0,28521664000.0,51000449000.0,45658246000.0,2590163000.0,7184381000.0,268439000.0,51305000.0,129540000.0,-463825000.0,2315146000.0,3943160000.0,300101000.0,8645000.0,-469567000.0,-478212000.0,-927453000.0,2095181000.0,-933392000.0,-518079000.0,-0.0861,144.27,-140.26,-141.43,-174.37,-1.35,-20.55,-20.55,-22.41,-22.41,-219.28,-927453000.0,-44.27,-0.1,-1.25,322133000.0
002958.XSHE,2024-03-31,2024q1,2024-04-27,3818204000.0,29995817000.0,5103616000.0,39187184000.0,9877105000.0,6298121000.0,5555617000.0,12318022000.0,1751521000.0,4878480000.0,406771000.0,473858062000.0,433744997000.0,40113065000.0,,,,,,,,,,,,14847069000.0,682639000.0,14164430000.0,-5130000.0,17852000.0,3656761000.0,35042666000.0,1556562000.0,35845313000.0,-6398699000.0,2349418000.0,5757913000.0,4737050000.0,671354000.0,30221792000.0,37409936000.0,35060518000.0,19016015000.0,14278965000.0,292133000.0,32593000.0,341033000.0,52484000.0,2266304000.0,4017920000.0,533441000.0,-13093000.0,1081306000.0,1094399000.0,1136069000.0,3026912000.0,1133790000.0,1065839000.0,0.1969999999999999,62.47,330.28,328.85,222.49,2.76,44.47,44.47,35.72,35.72,156.5,1136069000.0,37.53,0.23,2.83,915136000.0
002958.XSHE,2024-06-30,2024q2,2024-08-31,3818206000.0,30498827000.0,5232091000.0,39676411000.0,10804985000.0,6700482000.0,5555617000.0,11989913000.0,1784299000.0,5133524000.0,437204000.0,475405371000.0,434804008000.0,40601363000.0,,,,,,,,,,,,1865002000.0,1865002000.0,0.0,8886000.0,17380000.0,3572960000.0,54448220000.0,1260047000.0,51245752000.0,-344962000.0,-1906229000.0,2306898000.0,4107307000.0,372513000.0,34520242000.0,52559371000.0,54465600000.0,6718337000.0,2611030000.0,285671000.0,27109000.0,254388000.0,-64945000.0,2227583000.0,4044549000.0,157606000.0,-49000.0,933809000.0,933858000.0,871616000.0,2831978000.0,868864000.0,883346000.0,0.1681,69.22,-13.64,-14.67,-23.28,2.24,-6.44,-6.44,32.97,32.97,145.03,871616000.0,30.78,0.2,2.37,696136000.0
002958.XSHE,2024-09-30,2024q3,2024-10-31,3822829000.0,32396161000.0,5418709000.0,40720383000.0,10729057000.0,6700482000.0,5555617000.0,13164902000.0,1844222000.0,5133524000.0,545179000.0,479010156000.0,437392698000.0,41617458000.0,,,,,,,,,,,,1483067000.0,1483067000.0,0.0,-23524000.0,36127000.0,3391601000.0,51588687000.0,1770510000.0,52774275000.0,5450990000.0,2942801000.0,2531170000.0,-6887200000.0,391511000.0,27225238000.0,54567615000.0,51624814000.0,5099464000.0,11986664000.0,277894000.0,33869000.0,181616000.0,66671000.0,2184908000.0,4014289000.0,496223000.0,12910000.0,1187899000.0,1174989000.0,1252588000.0,2583576000.0,1254570000.0,1137880000.0,0.2115,51.52,27.21,25.82,43.71,2.83,-8.77,-8.77,45.98,45.98,-266.58,1252588000.0,48.48,0.25,2.92,554747000.0
002958.XSHE,2024-12-31,2024q4,2025-04-25,3826540000.0,34809240000.0,5483339000.0,40747140000.0,11312656000.0,6703976000.0,5555617000.0,12440056000.0,2182212000.0,5412113000.0,228630000.0,495032420000.0,453921297000.0,41111123000.0,,,,,,,,,,,,1216934000.0,1216934000.0,0.0,39397000.0,52850000.0,3312587000.0,56793615000.0,1248751000.0,54476710000.0,-3802062000.0,462662000.0,3815550000.0,4516937000.0,424308000.0,29963983000.0,57309127000.0,56846465000.0,15305645000.0,10788708000.0,297377000.0,62663000.0,161641000.0,-414992000.0,2095705000.0,3918402000.0,691135000.0,-6937000.0,-353700000.0,-346763000.0,-843515000.0,2590607000.0,-768692000.0,-442036000.0,-0.0624,132.56,-129.78,-129.51,-167.34,-1.09,0.27,0.27,-13.65,-13.65,174.36,-843515000.0,-32.56,-0.07,-0.85,636175000.0
