code,report_period_end,period_key,pub_date,balance__capital_reserve_fund,balance__cash_equivalents,balance__deferred_tax_assets,balance__equities_parent_company_owners,balance__lend_capital,balance__ordinary_risk_reserve_fund,balance__paidin_capital,balance__retained_profit,balance__salaries_payable,balance__surplus_reserve_fund,balance__taxs_payable,balance__total_assets,balance__total_liability,balance__total_owner_equities,bank_indicator__Nonperforming_loan_rate,bank_indicator__capital_adequacy_ratio,bank_indicator__core_level_capital_adequacy_ratio,bank_indicator__cost_to_income_ratio,bank_indicator__deposit_loan_ratio,bank_indicator__net_interest_margin,bank_indicator__non_interest_income_ratio,bank_indicator__non_performing_loan_provision_coverage,bank_indicator__total_deposit,bank_indicator__total_loan,bank_indicator__weighted_risky_asset,cash_flow__cash_and_equivalents_at_end,cash_flow__cash_equivalent_increase,cash_flow__cash_equivalents_at_beginning,cash_flow__exchange_rate_change_effect,cash_flow__fix_intan_other_asset_acqui_cash,cash_flow__interest_and_commission_cashin,cash_flow__invest_cash_paid,cash_flow__invest_proceeds,cash_flow__invest_withdrawal_cash,cash_flow__net_finance_cash_flow,cash_flow__net_invest_cash_flow,cash_flow__net_loan_and_advance_increase,cash_flow__net_operate_cash_flow,cash_flow__staff_behalf_paid,cash_flow__subtotal_finance_cash_outflow,cash_flow__subtotal_invest_cash_inflow,cash_flow__subtotal_invest_cash_outflow,cash_flow__subtotal_operate_cash_inflow,cash_flow__subtotal_operate_cash_outflow,cash_flow__tax_payments,income__commission_expense,income__commission_income,income__income_tax_expense,income__interest_expense,income__interest_income,income__investment_income,income__minority_profit,income__net_profit,income__np_parent_company_owners,income__operating_profit,income__operating_revenue,income__total_profit,indicator__adjusted_profit,indicator__eps,indicator__expense_to_total_revenue,indicator__inc_net_profit_annual,indicator__inc_net_profit_to_shareholders_annual,indicator__inc_operation_profit_annual,indicator__inc_return,indicator__inc_revenue_annual,indicator__inc_total_revenue_annual,indicator__net_profit_margin,indicator__net_profit_to_total_revenue,indicator__ocf_to_revenue,indicator__operating_profit,indicator__operation_profit_to_total_revenue,indicator__roa,indicator__roe,indicator__value_change_profit
002936.XSHE,2025-03-31,2025q1,2025-04-30,5985102000.0,30237976000.0,6066105000.0,54660173000.0,14158114000.0,9143233000.0,9092091000.0,16653575000.0,1025642000.0,3875978000.0,599894000.0,706530887000.0,650020645000.0,56510242000.0,,,,,,,,,,,,10866159000.0,-3056118000.0,13922277000.0,-86000.0,21766000.0,4904039000.0,29784809000.0,2203450000.0,22126320000.0,2558647000.0,-5476423000.0,13072881000.0,-138256000.0,642415000.0,36233067000.0,24330152000.0,29806575000.0,37018278000.0,37156534000.0,435056000.0,31185000.0,133008000.0,189663000.0,3173086000.0,5846859000.0,851299000.0,329000.0,1015920000.0,1015591000.0,1205728000.0,3475467000.0,1205583000.0,1015739000.0,0.1117,65.31,338.76,375.7,258.39,1.86,-9.41,-9.41,29.23,29.23,-3.98,1205728000.0,34.69,0.15,1.86,691476000.0
002936.XSHE,2025-06-30,2025q2,2025-08-29,5985102000.0,32999347000.0,6700594000.0,55485934000.0,17116529000.0,9143233000.0,9092091000.0,17083501000.0,1031075000.0,3875978000.0,429998000.0,719738190000.0,662363519000.0,57374671000.0,,,,,,,,,,,,1445362000.0,1445362000.0,0.0,-2687000.0,26488000.0,5085209000.0,23218682000.0,1421889000.0,17824893000.0,-2449139000.0,-3998524000.0,8132306000.0,7895712000.0,429822000.0,46505867000.0,19246646000.0,23245170000.0,23049203000.0,15153491000.0,691472000.0,33027000.0,165449000.0,96459000.0,3209889000.0,5886891000.0,378197000.0,38668000.0,650436000.0,611768000.0,748475000.0,3214530000.0,746895000.0,612159000.0,0.0673,76.72,-35.98,-39.76,-37.92,1.11,-7.51,-7.51,20.23,20.23,245.63,748475000.0,23.28,0.09,1.11,395023000.0
002936.XSHE,2025-09-30,2025q3,2025-10-31,5985102000.0,34008554000.0,6698094000.0,55743576000.0,22234090000.0,9143233000.0,9092091000.0,17735193000.0,1086989000.0,3875978000.0,513050000.0,743552270000.0,685937978000.0,57614292000.0,,,,,,,,,,,,2040358000.0,2040358000.0,0.0,-364000.0,10798000.0,4762139000.0,51287584000.0,1309701000.0,41883694000.0,707997000.0,-8096571000.0,689765000.0,9429296000.0,433534000.0,41152902000.0,43201811000.0,51298382000.0,19359716000.0,9930420000.0,332018000.0,37546000.0,128353000.0,52448000.0,3266858000.0,5732108000.0,233752000.0,-18021000.0,633671000.0,651692000.0,685263000.0,2704735000.0,686119000.0,651162000.0,0.0717,74.66,-2.58,6.53,-8.45,1.17,-15.86,-15.86,23.43,23.43,348.62,685263000.0,25.34,0.09,1.17,137328000.0
002936.XSHE,2025-12-31,2025q4,2026-03-31,5993736000.0,31790315000.0,6995728000.0,55061252000.0,25607905000.0,9854853000.0,9092091000.0,15971471000.0,1348605000.0,4064034000.0,540047000.0,743674299000.0,686822729000.0,56851570000.0,,,,,,,,,,,,685993000.0,685993000.0,0.0,-355000.0,40879000.0,5341192000.0,41330973000.0,1294400000.0,39723039000.0,-3699368000.0,-281441000.0,5378078000.0,4667157000.0,491389000.0,46268942000.0,41090411000.0,41371852000.0,14087975000.0,9420818000.0,321646000.0,33405000.0,114743000.0,-347409000.0,3190820000.0,6238905000.0,460131000.0,-7085000.0,-391131000.0,-384046000.0,-756769000.0,3526413000.0,-738540000.0,-455025000.0,-0.0422,121.46,-161.72,-158.93,-210.43,-0.82,30.38,30.38,-11.09,-11.09,132.35,-756769000.0,-21.46,-0.05,-0.69,287394000.0
002936.XSHE,2026-03-31,2026q1,2026-04-29,5993736000.0,33331336000.0,6995728000.0,56203584000.0,37511792000.0,9854853000.0,9092091000.0,17041569000.0,1069263000.0,4064034000.0,721126000.0,783494714000.0,725486534000.0,58008180000.0,,,,,,,,,,,,14365917000.0,-671955000.0,15037872000.0,-6149000.0,34272000.0,5054075000.0,54641422000.0,1816494000.0,48660005000.0,-12019587000.0,-4199143000.0,3537233000.0,15552924000.0,615863000.0,48007388000.0,50476551000.0,54675694000.0,56708623000.0,41155699000.0,416603000.0,29334000.0,149823000.0,221071000.0,3124496000.0,5797358000.0,562895000.0,14278000.0,1084376000.0,1070098000.0,1305084000.0,3520919000.0,1305447000.0,1070397000.0,0.1177,62.93,377.24,378.64,272.45,1.92,-0.16,-0.16,30.8,30.8,441.73,1305084000.0,37.07,0.14,1.92,711010000.0
002948.XSHE,2019-06-30,2019q2,2019-08-24,8337869000.0,35921181000.0,1331453000.0,29458663000.0,4588207000.0,3969452000.0,4509690000.0,2856324000.0,648736000.0,1403575000.0,144284000.0,345230946000.0,315232865000.0,29998081000.0,,,,,,,,,,,,8010755000.0,8010755000.0,0.0,13392000.0,104477000.0,2511579000.0,20189462000.0,2021791000.0,17385479000.0,6844622000.0,-886369000.0,8321138000.0,2039110000.0,277995000.0,16101557000.0,19407570000.0,20293939000.0,10832527000.0,8793417000.0,399173000.0,16671000.0,293044000.0,255276000.0,1880063000.0,3433158000.0,477878000.0,9500000.0,940888000.0,931388000.0,1195066000.0,2414529000.0,1196164000.0,930449234.53,0.2065,50.51,79.13,83.68,85.94,3.15,13.98,13.98,38.97,38.97,84.45,1195066000.0,49.49,0.28,3.15,582461000.0
002948.XSHE,2019-09-30,2019q3,2019-10-30,8337869000.0,31137810000.0,1499886000.0,29585078000.0,4921870000.0,3969452000.0,4509690000.0,2844506000.0,630742000.0,1403575000.0,397623000.0,355001099000.0,324865797000.0,30135302000.0,,,,,,,,,,,,-6253511000.0,-6253511000.0,0.0,11309000.0,30982000.0,2818589000.0,9020935000.0,1595124000.0,8875326000.0,-2066042000.0,1418502000.0,14448388000.0,-5617280000.0,374778000.0,17620668000.0,10470419000.0,9051917000.0,18790771000.0,24408051000.0,121259000.0,45290000.0,352138000.0,86620000.0,1995392000.0,3740151000.0,173668000.0,10807000.0,518986000.0,508179000.0,607983000.0,2655618000.0,605606000.0,505419435.0,0.1127,77.11,-44.84,-45.44,-49.13,1.71,9.98,9.98,19.54,19.54,-211.52,607983000.0,22.89,0.15,1.72,597084000.0
002948.XSHE,2019-12-31,2019.0,2020-03-21,,,,,,,,,,,,,,,1.65,14.76,8.36,31.88,80.5698,2.13,28.81,155.09,215425403000.0,173567923000.0,265908365000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002948.XSHE,2019-12-31,2019q4,2020-03-21,8337869000.0,41017308000.0,1581905000.0,29915460000.0,3313603000.0,4400258000.0,4509690000.0,2528787000.0,827256000.0,1626662000.0,330911000.0,373622150000.0,343144232000.0,30477918000.0,,,,,,,,,,,,11236017000.0,11236017000.0,0.0,-15095000.0,111083000.0,2912488000.0,4569106000.0,1244230000.0,8489017000.0,915461000.0,5079743000.0,12720980000.0,5255908000.0,443605000.0,22729517000.0,9759932000.0,4680189000.0,19248942000.0,13993034000.0,402254000.0,50674000.0,379896000.0,32658000.0,1992282000.0,3949035000.0,221989000.0,12233000.0,350407000.0,338174000.0,376183000.0,2427771000.0,383065000.0,337187000.0,0.075,84.51,-32.48,-33.45,-38.13,1.13,-8.58,-8.58,14.43,14.43,216.49,376183000.0,15.49,0.1,1.14,134914000.0
002948.XSHE,2020-03-31,2020q1,2020-04-25,8337869000.0,36652703000.0,1841098000.0,30816050000.0,2877144000.0,4400258000.0,4509690000.0,3083555000.0,610037000.0,1626662000.0,681322000.0,389132982000.0,357734716000.0,31398266000.0,,,,,,,,,,,,17701629000.0,-4799119000.0,22500748000.0,8097000.0,29983000.0,3166719000.0,25652555000.0,1739282000.0,21389142000.0,5126279000.0,-2554112000.0,15608435000.0,-7379383000.0,639755000.0,16179758000.0,23128426000.0,25682538000.0,17542571000.0,24921954000.0,333338000.0,24321000.0,434263000.0,79945000.0,2068731000.0,4018329000.0,533230000.0,19759000.0,574527000.0,554768000.0,636567000.0,2914822000.0,654472000.0,545055849.0,0.123,78.16,63.96,64.05,69.22,1.79,20.06,20.06,19.71,19.71,-253.17,636567000.0,21.84,0.15,1.83,551994000.0
002948.XSHE,2020-06-30,2020q2,2020-08-29,8337869000.0,37139588000.0,2294408000.0,30328718000.0,1139412000.0,4400258000.0,4509690000.0,3157366000.0,681354000.0,1626662000.0,869134000.0,440522009000.0,409596859000.0,30925150000.0,,,,,,,,,,,,-1275270000.0,-1275271000.0,1000.0,844000.0,70871000.0,3926373000.0,46233879000.0,2234233000.0,19293675000.0,-3604154000.0,-24776685000.0,15404017000.0,27104724000.0,316106000.0,14453679000.0,21528065000.0,46304750000.0,57703393000.0,30598669000.0,531595000.0,39796000.0,748642000.0,215106000.0,2235219000.0,4202097000.0,560678000.0,14215000.0,989964000.0,975749000.0,1203281000.0,3169825000.0,1205070000.0,971964322.0,0.2164,62.04,72.31,75.88,89.03,3.18,8.75,8.75,31.23,31.23,855.09,1203281000.0,37.96,0.24,3.19,488014000.0
002948.XSHE,2020-09-30,2020q3,2020-10-31,8337869000.0,50915244000.0,2071389000.0,29843815000.0,1357000.0,4400258000.0,4509690000.0,3137688000.0,758997000.0,1626662000.0,273485000.0,446243633000.0,415797474000.0,30446159000.0,,,,,,,,,,,,12895480000.0,12895480000.0,0.0,-27303000.0,377949000.0,3656036000.0,7513350000.0,1512676000.0,7703781000.0,-4325420000.0,1328673000.0,5956320000.0,15919530000.0,342894000.0,17336781000.0,9219972000.0,7891299000.0,19187463000.0,3267933000.0,490240000.0,48408000.0,379760000.0,42583000.0,2387176000.0,4554043000.0,76928000.0,5912000.0,483141000.0,477229000.0,527329000.0,2334813000.0,525724000.0,478544784.0,0.1058,77.41,-51.2,-51.09,-56.18,1.59,-26.34,-26.34,20.69,20.69,681.83,527329000.0,22.59,0.11,1.59,-164726000.0
002948.XSHE,2020-12-31,2020.0,2021-03-31,,,,,,,,,,,,,,,1.51,14.11,8.35,33.61,75.3022,2.13,22.71,169.62,275750710000.0,207646285000.0,267941143000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002948.XSHE,2020-12-31,2020q4,2021-03-31,8337869000.0,49788316000.0,2468017000.0,30285174000.0,0.0,5072217000.0,4509690000.0,2618980000.0,864886000.0,1859737000.0,598798000.0,459827605000.0,428920747000.0,30906858000.0,,,,,,,,,,,,-42358000.0,-42358000.0,0.0,-12902000.0,251133000.0,3551339000.0,14325447000.0,1378152000.0,8820811000.0,-5308889000.0,-4369155000.0,-950751000.0,9648588000.0,378098000.0,20614353000.0,10207425000.0,14576580000.0,10380414000.0,731826000.0,240803000.0,51111000.0,292595000.0,-62636000.0,2331265000.0,4394453000.0,295215000.0,19340000.0,405666000.0,386326000.0,353060000.0,2121201000.0,343030000.0,387937045.0,0.0857,83.36,-16.04,-19.05,-33.05,1.29,-9.15,-9.15,19.12,19.12,454.86,353060000.0,16.64,0.09,1.28,-194110000.0
002948.XSHE,2021-03-31,2021q1,2021-04-30,8337869000.0,40701343000.0,2506402000.0,31130514000.0,0.0,5072217000.0,4509690000.0,3264387000.0,616882000.0,1859737000.0,755848000.0,464972502000.0,433203962000.0,31768540000.0,,,,,,,,,,,,20258015000.0,-9021466000.0,29279481000.0,8400000.0,87343000.0,3855686000.0,20793411000.0,1842713000.0,20337695000.0,16979825000.0,1300119000.0,17811826000.0,-27309810000.0,706109000.0,14958293000.0,22180873000.0,20880754000.0,12556654000.0,39866464000.0,222749000.0,29618000.0,436526000.0,55700000.0,2364673000.0,4376131000.0,289163000.0,16342000.0,661749000.0,645407000.0,716186000.0,2839989000.0,717449000.0,640103243.4,0.1431,74.78,63.13,67.06,102.85,2.08,33.89,33.89,23.3,23.3,-961.62,716186000.0,25.22,0.14,2.1,414321000.0
002948.XSHE,2021-06-30,2021q2,2021-08-31,8337869000.0,50995294000.0,2570590000.0,31633059000.0,451873000.0,5072217000.0,4509690000.0,3604826000.0,616124000.0,1859737000.0,566922000.0,501637206000.0,469347081000.0,32290125000.0,,,,,,,,,,,,7791770000.0,7791770000.0,0.0,-26171000.0,170534000.0,3891949000.0,29877131000.0,1885303000.0,15121867000.0,3368988000.0,-13039808000.0,10975116000.0,17488761000.0,401337000.0,19765272000.0,17007857000.0,30047665000.0,25537239000.0,8048478000.0,812767000.0,46499000.0,409916000.0,251916000.0,2609145000.0,4505844000.0,177169000.0,19040000.0,1171223000.0,1152183000.0,1424231000.0,2486890000.0,1423139000.0,1151873756.6,0.2555,42.73,76.99,78.52,98.86,3.67,-12.43,-12.43,47.1,47.1,703.24,1424231000.0,57.27,0.24,3.67,224552000.0
002948.XSHE,2021-09-30,2021q3,2021-10-30,8337869000.0,49875297000.0,2512018000.0,32060756000.0,3176569000.0,5072217000.0,4509690000.0,3751281000.0,853074000.0,1859737000.0,451158000.0,504154451000.0,471419308000.0,32735143000.0,,,,,,,,,,,,701895000.0,701895000.0,0.0,3645000.0,93291000.0,3968777000.0,2354162000.0,1428414000.0,5474453000.0,-6023493000.0,4455607000.0,7363735000.0,2266136000.0,369529000.0,15977388000.0,6903060000.0,2447453000.0,13654779000.0,11388643000.0,465967000.0,59722000.0,489495000.0,18346000.0,2781954000.0,4648505000.0,241208000.0,17321000.0,638157000.0,620836000.0,658805000.0,2860869000.0,656503000.0,618703000.0,0.1377,76.97,-45.51,-46.12,-53.74,1.94,15.04,15.04,22.31,22.31,79.21,658805000.0,23.03,0.13,1.95,558605000.0
002948.XSHE,2021-12-31,2021.0,2022-03-26,,,,,,,,,,,,,,,1.34,15.83,8.38,33.91,77.0633,1.79,31.34,197.42,317965807000.0,245035035000.0,297412693000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002948.XSHE,2021-12-31,2021q4,2022-03-26,8337869000.0,55368316000.0,2505442000.0,32635495000.0,5108646000.0,5576461000.0,4509690000.0,3507129000.0,825417000.0,2103883000.0,384281000.0,522249610000.0,488921882000.0,33327728000.0,,,,,,,,,,,,14101688000.0,14101688000.0,0.0,487000.0,276260000.0,4268014000.0,10940950000.0,1732877000.0,12313717000.0,707083000.0,2834204000.0,3366448000.0,10559914000.0,457615000.0,17224567000.0,14051414000.0,11217210000.0,27425169000.0,16865255000.0,293991000.0,84392000.0,839420000.0,-93765000.0,2807538000.0,4678455000.0,475871000.0,17846000.0,522084000.0,504238000.0,423832000.0,2948269000.0,428319000.0,492884000.0,0.1118,85.62,-18.19,-18.78,-35.67,1.52,3.06,3.06,17.71,17.71,358.17,423832000.0,14.38,0.1,1.56,311478000.0
002948.XSHE,2022-03-31,2022q1,2022-04-30,11181510000.0,43234922000.0,2471259000.0,37499011000.0,5670274000.0,5576461000.0,5820355000.0,4292798000.0,468241000.0,2103883000.0,242166000.0,527225963000.0,489023585000.0,38202378000.0,,,,,,,,,,,,25850629000.0,-17002739000.0,42853368000.0,-23582000.0,92416000.0,4156690000.0,32083809000.0,1722303000.0,18164946000.0,11059661000.0,-12288654000.0,11872586000.0,-15750164000.0,761995000.0,18951099000.0,19887571000.0,32176225000.0,18332988000.0,34083152000.0,425397000.0,51364000.0,463426000.0,81727000.0,2824363000.0,4740739000.0,321720000.0,11134000.0,796803000.0,785669000.0,876638000.0,2677018000.0,878530000.0,780375000.0,0.135,67.25,52.62,55.81,106.84,2.23,-9.2,-9.2,29.76,29.76,-588.35,876638000.0,32.75,0.15,2.24,342692000.0
002948.XSHE,2022-06-30,2022q2,2022-08-27,11181510000.0,39886500000.0,2400013000.0,37797927000.0,7023303000.0,5576461000.0,5820355000.0,4594267000.0,490326000.0,2103883000.0,312310000.0,536409742000.0,497877643000.0,38532099000.0,,,,,,,,,,,,-135337000.0,-135337000.0,0.0,24902000.0,99805000.0,4345305000.0,23789867000.0,2223856000.0,23299218000.0,-10754924000.0,1633571000.0,9761964000.0,8961114000.0,457308000.0,30248767000.0,25523243000.0,23889672000.0,25281983000.0,16320869000.0,355663000.0,93426000.0,517209000.0,182310000.0,2959697000.0,5018071000.0,568198000.0,30805000.0,1263531000.0,1232726000.0,1445342000.0,3532052000.0,1445841000.0,1220059732.15,0.2118,59.08,58.58,56.9,64.87,3.24,31.94,31.94,35.77,35.77,253.71,1445342000.0,40.92,0.24,3.27,1031254000.0
002948.XSHE,2022-09-30,2022q3,2022-10-29,10687136000.0,31893298000.0,2756576000.0,36217862000.0,7640212000.0,5576461000.0,5820355000.0,4660672000.0,667249000.0,2103883000.0,845750000.0,531269004000.0,494292834000.0,36976170000.0,,,,,,,,,,,,-11065781000.0,-11065781000.0,0.0,84907000.0,114265000.0,4521194000.0,5346109000.0,1724414000.0,12853445000.0,-753617000.0,9117598000.0,5769692000.0,-19514669000.0,447434000.0,22994139000.0,14577972000.0,5460374000.0,25775000.0,19540444000.0,377457000.0,63647000.0,479586000.0,-104613000.0,2904670000.0,5054280000.0,607710000.0,24136000.0,600717000.0,576581000.0,497535000.0,3313680000.0,496104000.0,542558267.85,0.0991,84.99,-52.46,-53.23,-65.58,1.47,-6.18,-6.18,18.13,18.13,-588.91,497535000.0,15.01,0.11,1.56,690724000.0
002948.XSHE,2022-12-31,2022.0,2023-04-01,,,,,,,,,,,,,,,1.21,13.56,8.75,34.97,77.4697,1.76,28.82,219.77,348043307000.0,269628133000.0,333440925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002948.XSHE,2022-12-31,2022q4,2023-04-01,10687634000.0,30126343000.0,3446343000.0,35816312000.0,8432022000.0,6618047000.0,5820355000.0,3822519000.0,652469000.0,2388248000.0,899018000.0,529613992000.0,493020697000.0,36593295000.0,,,,,,,,,,,,-3140514000.0,-3140514000.0,0.0,-40225000.0,187474000.0,4074544000.0,14420179000.0,1746702000.0,4131079000.0,-19000040000.0,-8729243000.0,-600257000.0,24628994000.0,470847000.0,28912775000.0,5878410000.0,14607653000.0,18628128000.0,-6000866000.0,398857000.0,137715000.0,331061000.0,-190990000.0,2853118000.0,5017072000.0,889252000.0,18675000.0,506474000.0,487799000.0,308120000.0,2121257000.0,315484000.0,459392000.0,0.0838,85.47,-15.69,-15.4,-38.07,1.28,-35.98,-35.98,23.88,23.88,1161.06,308120000.0,14.53,0.1,1.35,-266313000.0
002948.XSHE,2023-03-31,2023q1,2023-04-29,10687634000.0,33982253000.0,3624977000.0,36723569000.0,10708195000.0,6618047000.0,5820355000.0,4732585000.0,326992000.0,2388248000.0,1250244000.0,552287242000.0,514749581000.0,37537661000.0,,,,,,,,,,,,16180501000.0,4671504000.0,11508997000.0,-16922000.0,56161000.0,4743049000.0,17182916000.0,1642412000.0,15092970000.0,-739025000.0,-503604000.0,14702719000.0,5931055000.0,774726000.0,21749385000.0,16735473000.0,17239077000.0,33410698000.0,27479643000.0,312577000.0,119304000.0,593880000.0,97397000.0,2812285000.0,5009883000.0,347112000.0,37109000.0,947175000.0,910066000.0,1048336000.0,3093053000.0,1044572000.0,909742000.0,0.1564,66.11,87.01,86.57,240.24,2.51,45.81,45.81,30.62,30.62,191.75,1048336000.0,33.89,0.18,2.51,411313000.0
002948.XSHE,2023-06-30,2023q2,2023-08-31,10687634000.0,27396201000.0,3477659000.0,37938736000.0,12879648000.0,6618047000.0,5820355000.0,5226966000.0,341917000.0,2388248000.0,828066000.0,568400907000.0,529613356000.0,38787551000.0,,,,,,,,,,,,-6066684000.0,-6066684000.0,0.0,38587000.0,112090000.0,4591180000.0,22617411000.0,2218324000.0,17137886000.0,-1801650000.0,-3369641000.0,5528276000.0,-933980000.0,416932000.0,30513584000.0,19359860000.0,22729501000.0,19880951000.0,20814931000.0,1124028000.0,122519000.0,587976000.0,281370000.0,2929954000.0,5241767000.0,333898000.0,34723000.0,1460361000.0,1425638000.0,1732383000.0,3272225000.0,1741731000.0,1372039000.0,0.2449,47.06,54.18,56.65,65.25,3.68,5.79,5.79,44.63,44.63,-28.54,1732383000.0,52.94,0.26,3.82,432277000.0
002948.XSHE,2023-09-30,2023q3,2023-10-27,10687634000.0,37535221000.0,3627371000.0,38328856000.0,12178314000.0,6618047000.0,5820355000.0,5646800000.0,589419000.0,2388248000.0,668410000.0,581184488000.0,541977833000.0,39206655000.0,,,,,,,,,,,,8013544000.0,8013544000.0,0.0,1510000.0,113414000.0,4367850000.0,9866287000.0,1539450000.0,6740348000.0,6833531000.0,-1699829000.0,8957693000.0,2878332000.0,416805000.0,20652174000.0,8279872000.0,9979701000.0,7595304000.0,4716972000.0,606000000.0,131235000.0,528941000.0,28756000.0,3026414000.0,5399598000.0,87148000.0,28984000.0,682018000.0,653034000.0,710937000.0,3331565000.0,710774000.0,611742000.0,0.1122,78.66,-53.3,-54.19,-58.96,1.6,1.81,1.81,20.47,20.47,86.4,710937000.0,21.34,0.12,1.71,504679000.0
002948.XSHE,2023-12-31,2023.0,2024-03-29,,,,,,,,,,,,,,,1.18,12.79,8.42,34.96,75.8823,1.83,25.58,225.96,395467359000.0,300089541000.0,384977512000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002948.XSHE,2023-12-31,2023q4,2024-03-29,10687634000.0,33254032000.0,3793887000.0,39063939000.0,14021225000.0,7483824000.0,5820355000.0,5011018000.0,758284000.0,2718114000.0,697493000.0,607985372000.0,568046129000.0,39939243000.0,,,,,,,,,,,,-2530589000.0,-2530589000.0,0.0,-11064000.0,122252000.0,4737094000.0,23292664000.0,1873748000.0,10057814000.0,6699439000.0,-11480487000.0,3105019000.0,2261523000.0,491749000.0,22548238000.0,11934429000.0,23414916000.0,22819458000.0,20557935000.0,361353000.0,153454000.0,402234000.0,-145546000.0,3089410000.0,5488784000.0,518217000.0,22005000.0,581866000.0,559861000.0,432411000.0,2775433000.0,436320000.0,542691000.0,0.0962,84.42,-14.68,-14.27,-39.18,1.4,-16.69,-16.69,20.96,20.96,81.48,432411000.0,15.58,0.1,1.45,105602000.0
002948.XSHE,2024-03-31,2024q1,2024-04-30,10687634000.0,35609706000.0,3700244000.0,40728237000.0,13248024000.0,7483824000.0,5820355000.0,6091653000.0,450785000.0,2718114000.0,857003000.0,623070530000.0,581427787000.0,41642743000.0,,,,,,,,,,,,18580681000.0,2983909000.0,15596772000.0,-929000.0,64271000.0,5131425000.0,11093765000.0,1965321000.0,14570331000.0,1764486000.0,5410740000.0,17409179000.0,-4190388000.0,791802000.0,30269891000.0,16568776000.0,11158036000.0,28197599000.0,32387987000.0,465967000.0,131745000.0,662343000.0,187555000.0,3129501000.0,5496397000.0,356277000.0,39202000.0,1119837000.0,1080635000.0,1308469000.0,3689255000.0,1307392000.0,1063788673.71,0.1857,64.53,92.46,93.02,202.6,2.67,32.93,32.93,30.35,30.35,-113.58,1308469000.0,35.47,0.18,2.71,767307000.0
002948.XSHE,2024-06-30,2024q2,2024-08-29,10687091000.0,49541626000.0,3484295000.0,41958423000.0,14957551000.0,7508602000.0,5820355000.0,6695900000.0,455128000.0,2718114000.0,708498000.0,654024373000.0,611168636000.0,42855737000.0,,,,,,,,,,,,11136753000.0,11136753000.0,0.0,-219000.0,85506000.0,5443061000.0,18891875000.0,2204684000.0,19232602000.0,-384062000.0,2459950000.0,7518725000.0,9061084000.0,423646000.0,22179061000.0,21437331000.0,18977381000.0,32808074000.0,23746990000.0,855044000.0,98688000.0,499229000.0,334305000.0,3082345000.0,5494442000.0,422000000.0,31265000.0,1591547000.0,1560282000.0,1930408000.0,3438830000.0,1925852000.0,1528001326.29,0.2681,43.86,42.12,44.39,47.53,3.7,-6.79,-6.79,46.28,46.28,263.49,1930408000.0,56.14,0.25,3.77,448821000.0
002948.XSHE,2024-09-30,2024q3,2024-10-29,10687091000.0,49370215000.0,3567715000.0,42613655000.0,17779508000.0,7508602000.0,5820355000.0,7276711000.0,737574000.0,2718114000.0,643976000.0,668981907000.0,625436134000.0,43545773000.0,,,,,,,,,,,,-940524000.0,-940524000.0,0.0,-17056000.0,68692000.0,4843060000.0,21994110000.0,1195871000.0,7818212000.0,-6055138000.0,-13047910000.0,7038145000.0,18179580000.0,441700000.0,24505862000.0,9014892000.0,22062802000.0,30279200000.0,12099620000.0,673791000.0,120609502.44,466144094.56,117213839.01,3148628805.5300007,5636275510.6,224344770.61,34803489.260000005,848814535.98,814011046.7199998,952814146.5900002,3358103771.01,966028374.9899998,779649000.0,0.1399,71.63,-46.67,-47.83,-50.64,1.84,-2.35,-2.35,25.28,25.28,541.36,952814146.59,28.37,0.13,1.93,491600110.8
002948.XSHE,2024-12-31,2024q4,2025-03-27,10687091000.0,52648443000.0,3553816000.0,43932381000.0,14844347000.0,8511286000.0,5820355000.0,6695179000.0,1090741000.0,3106154000.0,578884000.0,689963033000.0,645063204000.0,44899829000.0,,,,,,,,,,,,2329175000.0,2329175000.0,0.0,21969000.0,153045000.0,4651008000.0,20024095000.0,1594745000.0,10476638000.0,10507835000.0,-8101946000.0,10010192000.0,-98683000.0,532966000.0,19298741000.0,12075194000.0,20177140000.0,4768264000.0,4866947000.0,445750000.0,133358497.56,366237905.44000006,-48665839.00999999,3187133194.47,5794317489.4,711864229.39,35330510.739999995,844522464.02,809191953.2800002,791175853.4099998,3011345228.99,795856625.0100002,795115000.0,0.139,73.73,-0.51,-0.59,-16.96,1.84,-10.33,-10.33,28.04,28.04,-3.28,791175853.41,26.27,0.12,1.87,157252889.2
